Matricula,Nombre,Calificacion 1,Calificacion 2,Calificacion 3
16083,Leticia Betsua  Pérez Pérez,68.0,69.0,88.0
18273,Andrés Ana  Fernández Fernández,53.0,89.0,77.0
16262,Sofía Carlos  Pérez González,82.0,62.0,69.0
18680,Carlos María  Rodríguez Gómez,74.0,92.0,86.0
18231,Andrés Laura  López Rodríguez,69.0,90.0,89.0
10550,Andrés Laura  Pérez Fernández,74.0,98.0,57.0
19402,Laura Ana  González Gómez,63.0,70.0,92.0
11485,Isabel Juan  González Gómez,54.0,56.0,58.0
18486,Laura Juan  López Fernández,55.0,84.0,60.0
19832,María Lucia  Pérez González,69.0,79.0,86.0
11251,María Carlos  Rodríguez Fernández,64.0,48.0,68.0
16985,María Carlos  Fernández Pérez,57.0,40.0,73.0
13376,Carlos María  Fernández López,66.0,59.0,86.0
14745,Sofía Carlos  Pérez López,94.0,49.0,57.0
18772,Ana Carlos  Rodríguez Fernández,68.0,57.0,62.0
19807,Ana María  Martínez Pérez,52.0,66.0,89.0
16845,Laura Juan  Fernández González,51.0,50.0,98.0
17900,Carlos Carlos  González Fernández,86.0,91.0,98.0
16366,Andrés Betsua  Fernández Pérez,49.0,68.0,43.0
19952,Isabel Laura  López Pérez,69.0,100.0,99.0
19607,Sofía Angel  González Pérez,50.0,56.0,74.0
13826,Luis María  Fernández Pérez,43.0,87.0,60.0
10335,Isabel Luis  Pérez López,86.0,96.0,88.0
10003,Carlos Luis  Pérez González,59.0,52.0,60.0
12981,Leticia Luis  Pérez Gómez,45.0,71.0,89.0
14955,María Pedro  López Fernández,44.0,64.0,59.0
18304,Luis Angel  Gómez Fernández,66.0,48.0,95.0
19343,Sofía Ana  Fernández Fernández,95.0,77.0,74.0
14169,Carlos Luis  Rodríguez Rodríguez,51.0,47.0,41.0
15450,Sofía Carlos  Gómez Pérez,74.0,89.0,58.0
11075,Ana Betsua  Fernández Fernández,91.0,47.0,87.0
18085,Leticia Pedro  Pérez Fernández,85.0,81.0,62.0
14292,Andrés Betsua  Martínez Pérez,43.0,82.0,44.0
14961,María Angel  Rodríguez Martínez,53.0,94.0,89.0
16685,Pedro Betsua  Rodríguez Fernández,72.0,57.0,53.0
16294,Sofía Pedro  González Pérez,87.0,71.0,74.0
16286,Pedro Angel  Fernández Fernández,49.0,85.0,58.0
11020,Leticia Pedro  Martínez Martínez,80.0,95.0,42.0
12683,Andrés Juan  Rodríguez Martínez,76.0,56.0,89.0
12086,Andrés Pedro  Pérez Gómez,64.0,46.0,49.0
13914,Isabel Angel  Gómez Rodríguez,54.0,55.0,63.0
14703,Sofía Lucia  López Gómez,67.0,81.0,73.0
15472,Andrés Lucia  Pérez Pérez,56.0,99.0,100.0
10909,Ana Carlos  López López,64.0,94.0,51.0
10588,Leticia Ana  Rodríguez Martínez,43.0,63.0,73.0
17886,Andrés Pedro  Gómez Martínez,57.0,85.0,80.0
16846,Ana Lucia  López Pérez,77.0,74.0,56.0
12308,Carlos Laura  Gómez López,72.0,60.0,72.0
18058,Pedro Laura  Martínez González,82.0,78.0,79.0
19862,María Angel  López Gómez,88.0,96.0,74.0
11337,Sofía Angel  López González,82.0,80.0,59.0
12480,Isabel Betsua  Gómez Martínez,89.0,42.0,41.0
15779,Isabel Betsua  Gómez Gómez,88.0,75.0,99.0
16736,Luis Carlos  Pérez Martínez,43.0,78.0,77.0
10576,María Juan  Pérez Fernández,55.0,43.0,69.0
17639,Carlos Angel  Gómez López,47.0,62.0,93.0
16335,Sofía Angel  González Rodríguez,47.0,69.0,49.0
17518,Sofía Angel  Martínez Fernández,99.0,45.0,75.0
10770,Luis Betsua  Gómez Martínez,90.0,93.0,58.0
11662,Sofía Ana  González Fernández,91.0,42.0,79.0
17715,Sofía Pedro  Pérez Fernández,66.0,59.0,72.0
12480,Isabel Juan  González Fernández,42.0,68.0,43.0
10331,Isabel María  González Gómez,82.0,97.0,87.0
10531,Andrés Lucia  López González,47.0,53.0,79.0
19802,Luis Laura  López Martínez,58.0,74.0,70.0
12174,Isabel Laura  Pérez Martínez,61.0,44.0,95.0
15306,Carlos Carlos  Pérez Gómez,92.0,93.0,50.0
11725,Carlos Laura  Gómez González,97.0,101.0,66.0
18997,Sofía Angel  González González,73.0,44.0,57.0
15679,Isabel Angel  Fernández Pérez,80.0,80.0,49.0
13194,María Luis  Martínez Fernández,65.0,54.0,77.0
16281,María Laura  Rodríguez Pérez,94.0,62.0,62.0
18033,Leticia Laura  Gómez Gómez,57.0,82.0,65.0
11818,Andrés Angel  López Martínez,46.0,100.0,62.0
10985,Andrés Laura  Gómez Martínez,65.0,54.0,60.0
19996,Andrés Carlos  López López,65.0,89.0,90.0
17654,Sofía Carlos  Gómez González,72.0,49.0,83.0
15535,María Luis  López Martínez,100.0,65.0,89.0
12036,Sofía Laura  Fernández Gómez,61.0,95.0,72.0
14855,Carlos María  Rodríguez González,58.0,100.0,47.0
12082,María Pedro  Martínez González,66.0,58.0,75.0
16351,Luis Angel  Martínez Fernández,69.0,90.0,46.0
14813,Luis Carlos  Pérez López,46.0,86.0,42.0
11991,Luis María  Rodríguez González,54.0,75.0,65.0
18503,Pedro Lucia  Rodríguez González,55.0,77.0,56.0
13098,Leticia Carlos  Fernández Gómez,52.0,97.0,42.0
10625,Ana Luis  López Gómez,87.0,89.0,50.0
16422,Luis Ana  Fernández López,91.0,43.0,85.0
17283,Andrés Betsua  López Fernández,86.0,44.0,79.0
16087,Pedro Betsua  Gómez Gómez,78.0,73.0,41.0
13120,María Betsua  López González,48.0,58.0,55.0
17462,Sofía Pedro  Fernández Rodríguez,89.0,80.0,52.0
15841,María Laura  Pérez González,81.0,82.0,87.0
11234,Ana Carlos  López Fernández,44.0,83.0,72.0
10731,Laura Lucia  López Gómez,46.0,77.0,54.0
10655,Isabel Betsua  González Pérez,47.0,95.0,62.0
17965,Laura Ana  González López,71.0,45.0,64.0
14184,Laura Carlos  González López,63.0,87.0,54.0
10436,Pedro Pedro  Fernández Rodríguez,52.0,72.0,90.0
18520,Isabel Lucia  González Martínez,72.0,88.0,69.0
19326,Laura Carlos  Gómez Martínez,57.0,57.0,96.0
19368,Leticia Juan  López Martínez,58.0,73.0,70.0
13538,Ana Ana  Rodríguez Rodríguez,84.0,56.0,59.0
13762,Luis Luis  Gómez Fernández,66.0,91.0,50.0
11531,Andrés Laura  Fernández Rodríguez,59.0,45.0,84.0
18231,Laura Laura  López Fernández,62.0,54.0,42.0
18580,Isabel Pedro  González López,58.0,59.0,63.0
16883,Leticia Carlos  Gómez Gómez,73.0,72.0,73.0
18308,Andrés Laura  Pérez Rodríguez,67.0,68.0,76.0
15002,Andrés Luis  Fernández Fernández,88.0,73.0,78.0
11858,Luis Carlos  González González,55.0,58.0,44.0
12386,Pedro Luis  Pérez Pérez,98.0,75.0,65.0
16979,Luis Lucia  Martínez Pérez,90.0,41.0,81.0
19273,Carlos Lucia  Martínez González,45.0,56.0,72.0
16914,Andrés Angel  Gómez Martínez,51.0,95.0,91.0
11376,María Pedro  Fernández Fernández,42.0,57.0,77.0
11716,Pedro Ana  Pérez Pérez,52.0,67.0,74.0
16809,Leticia Laura  López López,57.0,58.0,65.0
11030,Pedro María  Gómez López,67.0,79.0,61.0
11625,María Juan  González Gómez,45.0,80.0,58.0
16802,Ana Luis  Pérez Fernández,65.0,51.0,82.0
12558,María Pedro  Rodríguez Rodríguez,65.0,65.0,75.0
10503,Luis Carlos  Martínez Gómez,54.0,82.0,80.0
17319,Andrés Ana  Pérez Fernández,95.0,58.0,83.0
17062,Leticia Luis  López López,66.0,61.0,90.0
16832,Carlos Laura  González González,75.0,47.0,48.0
10493,Isabel Laura  González González,78.0,47.0,58.0
18136,Laura Angel  Gómez Rodríguez,59.0,49.0,52.0
15316,Sofía Angel  Pérez Pérez,63.0,53.0,85.0
14138,Carlos Luis  Pérez Fernández,71.0,54.0,53.0
11286,Leticia Juan  Martínez Rodríguez,90.0,81.0,79.0
15775,Carlos Pedro  Fernández Pérez,50.0,67.0,93.0
11152,Leticia Carlos  Fernández Fernández,65.0,91.0,65.0
11988,Leticia Carlos  Pérez Fernández,56.0,42.0,65.0
15886,Carlos Juan  Fernández Pérez,87.0,63.0,91.0
10481,Luis María  Martínez Martínez,40.0,58.0,43.0
15659,María María  López Gómez,66.0,69.0,71.0
15699,Leticia María  Rodríguez Pérez,100.0,83.0,71.0
12914,Pedro Luis  Fernández Pérez,61.0,53.0,92.0
10163,Ana Ana  López Rodríguez,66.0,80.0,73.0
13776,Laura María  López Martínez,90.0,43.0,68.0
15993,Sofía Angel  Fernández Gómez,62.0,81.0,96.0
11155,María María  Fernández Pérez,41.0,55.0,85.0
19774,Pedro Angel  Pérez López,62.0,69.0,69.0
12347,Isabel Carlos  Pérez González,101.0,75.0,46.0
13407,Isabel Lucia  González Martínez,61.0,47.0,45.0
10052,Isabel Carlos  Gómez Martínez,97.0,74.0,79.0
13355,Luis Laura  Rodríguez Rodríguez,69.0,91.0,54.0
12018,Pedro María  Pérez Gómez,57.0,74.0,89.0
10117,Pedro Luis  Rodríguez Rodríguez,41.0,64.0,61.0
14804,Pedro Luis  Pérez López,48.0,76.0,77.0
16047,Pedro Juan  Gómez Martínez,92.0,97.0,87.0
10403,Isabel Angel  González Gómez,94.0,55.0,50.0
19909,Leticia María  Martínez Rodríguez,47.0,55.0,85.0
13815,Leticia Ana  Pérez Rodríguez,52.0,48.0,86.0
12324,Leticia Laura  González Pérez,88.0,75.0,76.0
13063,Leticia María  Rodríguez López,43.0,86.0,53.0
17439,María Angel  Martínez Pérez,58.0,62.0,47.0
11841,Andrés Angel  González López,57.0,68.0,84.0
17810,Ana Juan  Martínez Martínez,44.0,99.0,69.0
15643,Leticia Pedro  Fernández Fernández,87.0,45.0,87.0
14230,Leticia Juan  Fernández Rodríguez,86.0,45.0,61.0
12132,Laura Carlos  Martínez González,100.0,79.0,48.0
10457,Luis María  Pérez Rodríguez,66.0,87.0,64.0
13409,Ana Betsua  Pérez Martínez,50.0,92.0,56.0
15934,Andrés María  Gómez Fernández,41.0,79.0,66.0
15488,Luis Juan  Rodríguez Pérez,40.0,71.0,94.0
17755,Ana Pedro  González López,87.0,45.0,83.0
14794,Ana Betsua  Rodríguez González,55.0,53.0,95.0
14855,Laura Pedro  Pérez Martínez,45.0,76.0,62.0
19063,María Carlos  Martínez Gómez,40.0,66.0,51.0
15357,Andrés Betsua  Pérez Martínez,48.0,82.0,47.0
13015,Leticia Juan  González Fernández,55.0,95.0,91.0
19716,María Lucia  Rodríguez Fernández,66.0,63.0,92.0
11323,Andrés Laura  González Rodríguez,57.0,58.0,73.0
11680,Isabel Laura  López Pérez,51.0,58.0,76.0
18736,Leticia Juan  Pérez López,60.0,55.0,55.0
19516,Laura Ana  Rodríguez Fernández,60.0,53.0,58.0
15042,Laura Laura  Pérez Pérez,58.0,89.0,65.0
12562,Sofía Luis  Rodríguez López,100.0,71.0,58.0
16170,Ana Carlos  Martínez López,75.0,44.0,51.0
12407,Carlos Laura  González González,61.0,51.0,58.0
12051,Laura Laura  Gómez Gómez,97.0,63.0,93.0
13650,Leticia Carlos  Martínez Rodríguez,72.0,101.0,52.0
15175,Andrés Carlos  González Martínez,64.0,61.0,40.0
18328,Andrés Angel  Pérez Pérez,45.0,82.0,60.0
13978,Ana Pedro  Pérez González,68.0,83.0,52.0
13877,María Lucia  Martínez Gómez,44.0,52.0,85.0
13013,Isabel Betsua  Martínez López,73.0,64.0,91.0
14768,Carlos Pedro  Fernández Fernández,73.0,71.0,50.0
16102,Carlos Laura  Gómez Martínez,66.0,46.0,99.0
16877,Andrés Juan  López López,86.0,70.0,96.0
10757,María Lucia  Martínez Fernández,73.0,95.0,59.0
12166,Sofía Betsua  López González,65.0,54.0,49.0
19850,Andrés Angel  Rodríguez López,49.0,78.0,95.0
10336,Andrés Carlos  Rodríguez Pérez,46.0,96.0,55.0
16452,María Betsua  González Gómez,100.0,82.0,91.0
11276,Pedro Betsua  Pérez Pérez,66.0,71.0,93.0
11199,Laura Pedro  González López,48.0,59.0,85.0
12163,Sofía Pedro  Martínez Rodríguez,67.0,89.0,73.0
16885,Ana Ana  Rodríguez Fernández,59.0,68.0,56.0
14905,Luis Ana  Gómez González,74.0,82.0,41.0
19023,Leticia María  González Rodríguez,61.0,54.0,88.0
16828,María María  Pérez Fernández,91.0,61.0,72.0
12331,Pedro Juan  Martínez Rodríguez,99.0,84.0,83.0
19684,Luis Carlos  Pérez Gómez,46.0,97.0,63.0
16917,Sofía Pedro  López Rodríguez,81.0,68.0,79.0
14882,Sofía Betsua  Martínez González,75.0,47.0,44.0
15809,Ana María  Martínez Rodríguez,97.0,63.0,74.0
11385,María Carlos  Gómez López,92.0,59.0,54.0
14064,Luis Angel  Pérez Fernández,52.0,61.0,44.0
17287,Ana Ana  Martínez Rodríguez,41.0,69.0,43.0
16049,María Betsua  Rodríguez Pérez,94.0,79.0,44.0
18670,Sofía Lucia  Pérez Rodríguez,63.0,63.0,46.0
10947,María Lucia  Fernández Rodríguez,88.0,43.0,47.0
16167,Carlos María  López Rodríguez,55.0,41.0,63.0
16694,María Carlos  Gómez Martínez,71.0,80.0,90.0
10138,Luis Luis  González Martínez,83.0,51.0,43.0
16835,María Juan  Fernández Fernández,97.0,73.0,52.0
15253,Carlos Angel  López Rodríguez,89.0,63.0,52.0
17230,Luis Ana  Gómez Rodríguez,75.0,59.0,69.0
13342,Carlos Lucia  Fernández Rodríguez,64.0,49.0,46.0
16088,Laura Carlos  Gómez González,60.0,64.0,81.0
14805,Sofía Lucia  López López,99.0,49.0,74.0
17715,Leticia Luis  Gómez Martínez,73.0,82.0,43.0
11491,Leticia Pedro  Rodríguez Rodríguez,89.0,53.0,62.0
13038,Laura María  Rodríguez Martínez,99.0,60.0,44.0
11779,Andrés Ana  Gómez González,53.0,70.0,53.0
14537,Isabel Betsua  Martínez Fernández,70.0,44.0,88.0
11837,Ana Juan  Martínez Rodríguez,96.0,50.0,46.0
19145,Ana Pedro  López Martínez,88.0,41.0,89.0
19921,Ana Laura  Fernández Gómez,53.0,72.0,89.0
12521,Ana Luis  Rodríguez Rodríguez,92.0,71.0,86.0
17309,Sofía Carlos  Rodríguez Gómez,60.0,54.0,51.0
16533,Carlos Betsua  Gómez Pérez,43.0,86.0,81.0
13037,Leticia Luis  Rodríguez Gómez,63.0,57.0,68.0
16909,Andrés Betsua  Rodríguez López,57.0,61.0,74.0
17073,Isabel Pedro  Martínez Martínez,49.0,71.0,73.0
12862,Leticia Ana  Rodríguez Fernández,60.0,76.0,76.0
14062,Laura Pedro  Rodríguez López,85.0,66.0,84.0
17429,Andrés Betsua  Martínez Rodríguez,82.0,97.0,73.0
15576,Ana Carlos  Fernández González,80.0,57.0,61.0
18574,Pedro Carlos  González Martínez,98.0,46.0,77.0
12335,Sofía Laura  Pérez González,60.0,84.0,71.0
15822,María Ana  Fernández Pérez,61.0,55.0,43.0
17576,Leticia Ana  Pérez Martínez,51.0,65.0,85.0
11417,Carlos Angel  Pérez Fernández,40.0,99.0,64.0
17918,María Juan  Fernández Fernández,67.0,68.0,48.0
13336,Isabel Luis  Rodríguez Rodríguez,54.0,77.0,100.0
14828,Carlos Luis  Rodríguez Pérez,52.0,79.0,43.0
10030,Luis María  Gómez Gómez,93.0,55.0,94.0
17357,Andrés Pedro  Rodríguez Pérez,60.0,90.0,72.0
17569,Leticia Pedro  Gómez Rodríguez,65.0,69.0,67.0
10127,Pedro Juan  López González,45.0,68.0,66.0
13583,Luis Pedro  González González,47.0,56.0,71.0
14891,Carlos Lucia  López Gómez,80.0,83.0,66.0
11875,Pedro Ana  Fernández Pérez,72.0,79.0,77.0
14934,Isabel Juan  Fernández Rodríguez,84.0,86.0,62.0
18932,Isabel María  López López,94.0,53.0,67.0
19980,Leticia Betsua  López Rodríguez,70.0,54.0,44.0
12559,Sofía Juan  Pérez Gómez,43.0,83.0,89.0
16950,Ana Betsua  Martínez Martínez,45.0,101.0,66.0
17723,Ana Luis  López Rodríguez,45.0,60.0,68.0
11516,Sofía Carlos  Gómez Pérez,91.0,97.0,96.0
18153,Pedro Betsua  Martínez Gómez,51.0,46.0,94.0
13807,Isabel Carlos  Rodríguez López,52.0,64.0,86.0
18908,Leticia Lucia  López Pérez,99.0,99.0,41.0
16640,Laura Lucia  Rodríguez Rodríguez,86.0,50.0,88.0
14588,Andrés Luis  Martínez Rodríguez,75.0,42.0,40.0
10354,Carlos Luis  Rodríguez Fernández,60.0,51.0,76.0
11979,Laura Laura  Rodríguez Rodríguez,51.0,52.0,55.0
14424,Andrés Laura  González González,44.0,78.0,98.0
10664,Laura Lucia  López González,59.0,49.0,74.0
10004,Laura Luis  Rodríguez Martínez,81.0,99.0,82.0
14203,Sofía María  Rodríguez Gómez,70.0,52.0,46.0
16527,Carlos Juan  Fernández Rodríguez,94.0,53.0,57.0
18619,Ana Angel  Fernández Fernández,77.0,45.0,66.0
19529,Pedro Carlos  Pérez Rodríguez,45.0,42.0,94.0
16491,Laura Betsua  Gómez Rodríguez,72.0,97.0,65.0
17284,Isabel Pedro  Gómez Gómez,79.0,77.0,41.0
11671,Isabel Angel  Fernández González,60.0,65.0,44.0
14138,Sofía Laura  González López,70.0,76.0,70.0
15797,Leticia Carlos  Gómez González,91.0,52.0,78.0
14643,Andrés Carlos  López Gómez,50.0,43.0,45.0
13211,Sofía Betsua  López Martínez,66.0,41.0,65.0
19755,María Angel  Rodríguez Gómez,68.0,80.0,51.0
11396,Pedro Lucia  Gómez González,69.0,79.0,64.0
10580,Andrés Betsua  Gómez Martínez,40.0,51.0,89.0
11154,Andrés Angel  Pérez Pérez,53.0,45.0,64.0
14300,Laura Betsua  Rodríguez Gómez,53.0,59.0,68.0
15007,Leticia Juan  Martínez López,85.0,61.0,86.0
18743,Carlos Carlos  Fernández Rodríguez,64.0,92.0,43.0
15568,Ana Pedro  Gómez Pérez,46.0,65.0,79.0
11936,Luis Betsua  López Fernández,68.0,64.0,97.0
18686,Ana Carlos  López Gómez,46.0,79.0,40.0
14080,Ana Juan  González Rodríguez,47.0,77.0,51.0
12679,Leticia Betsua  Pérez Martínez,93.0,78.0,79.0
11115,María Laura  Martínez Pérez,94.0,52.0,97.0
16796,Luis Betsua  López Martínez,65.0,67.0,79.0
14746,Andrés Laura  Martínez Gómez,95.0,61.0,91.0
14632,María Ana  Fernández Fernández,86.0,87.0,62.0
18516,Isabel Lucia  González González,83.0,41.0,92.0
12202,Isabel Juan  Fernández Martínez,58.0,81.0,59.0
19404,María Betsua  Rodríguez Gómez,73.0,50.0,67.0
18569,Laura Carlos  González Martínez,99.0,66.0,91.0
13445,Luis Luis  Pérez González,54.0,79.0,51.0
18706,Laura Carlos  Martínez González,68.0,82.0,64.0
11725,Ana María  Fernández López,59.0,54.0,93.0
16730,Carlos Ana  González Martínez,97.0,80.0,64.0
18905,Leticia Ana  Martínez Martínez,78.0,47.0,48.0
16609,María Juan  Rodríguez López,86.0,53.0,52.0
14564,Isabel Lucia  Pérez López,72.0,74.0,52.0
14788,Leticia Pedro  Pérez Pérez,56.0,81.0,71.0
17247,Sofía Pedro  González Gómez,69.0,61.0,47.0
16091,Ana Pedro  Gómez López,92.0,81.0,77.0
19309,Sofía Pedro  Gómez Rodríguez,65.0,89.0,63.0
12257,María Carlos  Fernández Rodríguez,94.0,86.0,98.0
12573,Isabel Laura  Rodríguez González,83.0,41.0,81.0
12020,Pedro María  Rodríguez Pérez,66.0,80.0,74.0
11974,Sofía Pedro  Rodríguez González,72.0,85.0,91.0
16249,Leticia Luis  Rodríguez Fernández,69.0,59.0,93.0
16573,Andrés Ana  Fernández Pérez,51.0,45.0,47.0
19683,Carlos Luis  Rodríguez González,57.0,91.0,82.0
17666,María Lucia  Fernández López,98.0,99.0,97.0
12286,Andrés Angel  Rodríguez Martínez,96.0,71.0,47.0
19168,Pedro Luis  González Gómez,91.0,83.0,63.0
14898,Leticia Lucia  Rodríguez Fernández,98.0,50.0,87.0
15800,Carlos Laura  González López,68.0,81.0,78.0
17744,Isabel Laura  Rodríguez Gómez,86.0,97.0,53.0
16801,Laura Carlos  Pérez Pérez,76.0,48.0,80.0
13571,Laura Juan  Martínez González,84.0,93.0,61.0
17810,Sofía Laura  López Rodríguez,97.0,71.0,77.0
18009,Ana Lucia  Pérez López,71.0,48.0,65.0
18217,Luis Angel  Fernández Gómez,68.0,47.0,78.0
15214,Carlos Betsua  Pérez Fernández,58.0,77.0,44.0
18072,Isabel Carlos  González Rodríguez,45.0,75.0,48.0
10986,Pedro Juan  González Pérez,75.0,71.0,48.0
17274,Sofía Carlos  Martínez Martínez,99.0,80.0,42.0
14918,María Lucia  González Fernández,74.0,87.0,46.0
12339,Sofía Ana  Pérez Fernández,84.0,64.0,47.0
18118,Laura Betsua  González Rodríguez,61.0,77.0,49.0
10858,Leticia Luis  Fernández Rodríguez,51.0,42.0,85.0
13534,Laura María  López Martínez,52.0,85.0,71.0
10418,Ana Juan  Rodríguez Martínez,65.0,50.0,85.0
15822,Pedro Juan  Fernández López,91.0,89.0,72.0
17725,Sofía Laura  Rodríguez Gómez,75.0,82.0,47.0
16405,Laura María  Rodríguez Martínez,78.0,95.0,40.0
10165,Andrés Juan  Rodríguez Martínez,50.0,87.0,56.0
18631,Carlos María  Fernández González,40.0,79.0,49.0
11088,Isabel Angel  González Pérez,84.0,69.0,68.0
11333,Laura Juan  Rodríguez González,75.0,65.0,95.0
16473,Carlos Angel  González González,83.0,60.0,49.0
10105,Isabel Angel  Rodríguez Rodríguez,68.0,54.0,77.0
15919,Sofía Carlos  Pérez Gómez,58.0,61.0,50.0
10674,Ana Juan  López López,63.0,88.0,96.0
11903,Andrés Carlos  Fernández López,71.0,73.0,74.0
10061,Carlos Carlos  Gómez Martínez,71.0,52.0,62.0
14429,Carlos Betsua  López Fernández,44.0,72.0,63.0
14792,Ana Juan  Rodríguez Martínez,85.0,91.0,51.0
13714,Pedro Carlos  Martínez Rodríguez,41.0,51.0,50.0
12304,Ana Carlos  Gómez López,72.0,69.0,57.0
19385,Carlos Betsua  Rodríguez Gómez,89.0,49.0,41.0
14717,Carlos Betsua  Martínez Pérez,49.0,73.0,77.0
13132,Leticia Luis  Rodríguez Rodríguez,51.0,60.0,64.0
11727,Sofía Angel  Rodríguez Martínez,66.0,94.0,61.0
17110,Ana Angel  Pérez Fernández,99.0,98.0,95.0
17551,Pedro Angel  González Martínez,66.0,88.0,94.0
15409,Isabel Ana  Gómez Pérez,54.0,92.0,83.0
16293,Andrés Angel  Pérez González,58.0,66.0,100.0
12756,Laura Ana  Martínez Rodríguez,95.0,46.0,70.0
15418,Isabel Angel  López López,74.0,101.0,79.0
16909,Luis María  López Rodríguez,46.0,100.0,42.0
17131,Pedro Pedro  Fernández Gómez,59.0,41.0,75.0
12425,Isabel Betsua  Rodríguez González,55.0,80.0,60.0
17328,Carlos Laura  Rodríguez Rodríguez,64.0,89.0,74.0
12416,Andrés María  González Martínez,61.0,68.0,98.0
18587,Carlos Lucia  López Gómez,99.0,75.0,74.0
15178,Pedro Juan  González González,60.0,64.0,76.0
12117,Pedro Angel  Gómez Martínez,53.0,71.0,96.0
13422,María Ana  Fernández Pérez,86.0,84.0,61.0
13060,Carlos Ana  López Fernández,60.0,73.0,75.0
17276,Pedro Laura  Martínez Martínez,89.0,81.0,71.0
15720,Luis Betsua  Pérez López,47.0,66.0,52.0
16371,Luis Juan  Rodríguez López,73.0,53.0,85.0
17000,Carlos Angel  Pérez Gómez,85.0,94.0,43.0
18060,Andrés Carlos  Fernández Rodríguez,76.0,73.0,74.0
16382,Leticia Ana  López Martínez,86.0,73.0,50.0
13607,Laura Carlos  Fernández Martínez,84.0,67.0,67.0
13214,Laura Pedro  Pérez González,77.0,50.0,92.0
17197,Isabel Laura  Martínez López,41.0,62.0,93.0
13346,Sofía Laura  Pérez Martínez,47.0,70.0,67.0
19609,Sofía Juan  Gómez González,85.0,62.0,50.0
10815,Pedro Luis  Gómez Gómez,98.0,68.0,61.0
16362,Carlos Lucia  Martínez Pérez,59.0,73.0,100.0
10545,Luis Lucia  Martínez Fernández,100.0,40.0,76.0
13834,María Pedro  Pérez López,76.0,89.0,67.0
11387,Luis Laura  Pérez Rodríguez,64.0,73.0,79.0
13059,Luis Ana  Rodríguez Gómez,51.0,99.0,77.0
15957,Ana Carlos  Gómez López,100.0,48.0,45.0
10933,Sofía Betsua  Fernández López,64.0,91.0,73.0
12840,Laura Betsua  Fernández Rodríguez,92.0,68.0,62.0
